,name,affiliations,email,website,interests,thumbnail
101,Apoorva R Kenjar,"Research Scholar, Nitte deemed to be university",Verified email at nitte.edu.in,,"[{'title': 'Medical Mycology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:medical_mycology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amedical_mycology'}, {'title': 'Dermatology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dermatology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adermatology'}, {'title': 'Molecular biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'Bacteriophages', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bacteriophages', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abacteriophages'}, {'title': 'Mycovirus', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:mycovirus', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amycovirus'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=i7Kf2TIAAAAJ&citpid=2
102,Juliet Mohan Raj,"Assistant Professor, Nitte University Centre for Science Education and Research, Nitte University",Verified email at nitte.edu.in,,"[{'title': 'Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology'}, {'title': 'Bacteriophages', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bacteriophages', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abacteriophages'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6Mx7uQUAAAAJ&citpid=3
103,Bojidar Galutzov,"Professor of Biophysics, Sofia University",Verified email at biofac.unisofia.bg,https://www.uni-sofia.bg/index.php/bul/universitet_t/fakulteti/biologicheski_fakultet2/katedri_i_samostoyatelni_zvena/katedri/bi,"[{'title': 'protein electroextraction', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:protein_electroextraction', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprotein_electroextraction'}, {'title': 'membrane biophysics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:membrane_biophysics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amembrane_biophysics'}, {'title': 'biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'free radicals', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:free_radicals', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afree_radicals'}, {'title': 'radiobiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:radiobiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aradiobiology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
104,Thalles Canton Trevisol,Doutorando na Universidade Federal de Santa Catarina,Verified email at posgrad.ufsc.br,,"[{'title': 'enzimas/biotecnologia/engenharia química/cosméticos/filmes poliméricos', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:enzimas_biotecnologia_engenharia_qu%C3%ADmica_cosm%C3%A9ticos_filmes_polim%C3%A9ricos', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenzimas_biotecnologia_engenharia_qu%25C3%25ADmica_cosm%25C3%25A9ticos_filmes_polim%25C3%25A9ricos'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
105,Gary A Silverman,Washington University Scool of Medicine,Verified email at wustl.edu,,"[{'title': 'biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
106,Charles M Kenerley,"Professor of Plant Pathology, Texas A&M University",Verified email at tamu.edu,,"[{'title': 'biological control', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biological_control', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiological_control'}, {'title': 'fungal plant pathogens', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fungal_plant_pathogens', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afungal_plant_pathogens'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
107,Nan Jiang,Sichuan University/Harvard University,Verified email at seas.harvard.edu,,"[{'title': 'Biosensors', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biosensors', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiosensors'}, {'title': 'Organs on chips', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:organs_on_chips', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorgans_on_chips'}, {'title': 'Biomicrofluidics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomicrofluidics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomicrofluidics'}, {'title': 'Tissue engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:tissue_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atissue_engineering'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1P17TC8AAAAJ&citpid=5
108,Khandaker Ashfaqul Muid,"Associate professor, University of Dhaka",Verified email at du.ac.bd,,"[{'title': 'Molecular Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_genetics'}, {'title': 'Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QWu0k24AAAAJ&citpid=1
109,Ahmet Koc,"Inönü Üniversity, School of Medicine",Verified email at inonu.edu.tr,,"[{'title': 'Molecular Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'Biochemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biochemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiochemistry'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SejpCIkAAAAJ&citpid=3
110,Monika Kordowska-Wiater,University of Life Sciences in Lublin,Verified email at up.lublin.pl,,"[{'title': 'yeast', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:yeast', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ayeast'}, {'title': 'fermentation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fermentation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afermentation'}, {'title': 'biotransformation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotransformation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotransformation'}, {'title': 'probiotics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:probiotics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprobiotics'}, {'title': 'biocontrol', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biocontrol', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiocontrol'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
111,Philippe Glaser,Institut Pasteur,Verified email at pasteur.fr,https://research.pasteur.fr/fr/team/ecology-and-evolution-of-antibiotics-resistance/,"[{'title': 'Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
112,James McDevitt,Unknown affiliation,Verified email at 9foundations.com,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
113,Angelica Zaninelli Schreiber,Professor da Faculdade de Ciências Médicas - UNICAMP,Verified email at fcm.unicamp.br,,"[{'title': 'Microbiologia', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiologia', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiologia'}, {'title': 'micologia', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:micologia', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicologia'}, {'title': 'infecções fúngicas', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:infec%C3%A7%C3%B5es_f%C3%BAngicas', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ainfec%25C3%25A7%25C3%25B5es_f%25C3%25BAngicas'}, {'title': 'antifúngicos', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:antif%C3%BAngicos', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aantif%25C3%25BAngicos'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HiK9YO4AAAAJ&citpid=2
114,Anibal Eugenio Vercesi,"Professor de Bioquímica, Faculdade de Ciências Médicas, UNICAMP",Verified email at unicamp.br,,"[{'title': 'Bioenergética Mitocondrial', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioenerg%C3%A9tica_mitocondrial', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioenerg%25C3%25A9tica_mitocondrial'}, {'title': 'Homeostase de cálcio', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:homeostase_de_c%C3%A1lcio', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahomeostase_de_c%25C3%25A1lcio'}, {'title': 'Metabolismo', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metabolismo', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametabolismo'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8LHkYI0AAAAJ&citpid=2
115,Frank Scannapieco,University at Buffalo,Verified email at buffalo.edu,http://dental.buffalo.edu/faculty/home.html?ubit=fas1,"[{'title': 'Oral Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:oral_microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aoral_microbiology'}, {'title': 'Saliva', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:saliva', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asaliva'}, {'title': 'Periodontal Medicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:periodontal_medicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aperiodontal_medicine'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O0gVViYAAAAJ&citpid=1
116,Mahadevan Kumar,"Professor Microbiology, Bharati Vidyapeeth (Deemed to be University) Medical College, Pune",Verified email at bharatividyapeeth.edu,,"[{'title': 'Antimicrobial Stewardship', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:antimicrobial_stewardship', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aantimicrobial_stewardship'}, {'title': 'Clinical Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:clinical_microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aclinical_microbiology'}, {'title': 'Molecular Diagnostics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_diagnostics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_diagnostics'}, {'title': 'Molecular Mycobacteriology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_mycobacteriology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_mycobacteriology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=58SHx5oAAAAJ&citpid=2
117,Mugunthan M,"Assistant Professor, Microbiology, AIIMS KALYANI",Verified email at aiimskalyani.edu.in,,"[{'title': 'Clinical Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:clinical_microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aclinical_microbiology'}, {'title': 'Virology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:virology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Avirology'}, {'title': 'Infection Control', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:infection_control', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ainfection_control'}, {'title': 'Mycology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:mycology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amycology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
118,Peter Burgers,Washington University School of Medicine,Verified email at biochem.wustl.edu,http://biochem.wustl.edu/faculty/faculty/peter-burgers,"[{'title': 'DNA replication and damage response', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna_replication_and_damage_response', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna_replication_and_damage_response'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=r9TBfZUAAAAJ&citpid=2
